시군명,설립구분명,시설명,전화번호,팩스번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
시흥시,공립,웃터골초등학교병설유치원,070-7096-7704,031-435-7600,경기도 시흥시 은행동 94-11번지,경기도 시흥시 은행고길 18,14923,37.4397115488,126.7992158718
시흥시,공립,은계초등학교병설유치원,070-7096-7776,031-314-0147,경기도 시흥시 대야동 584번지,경기도 시흥시 대은로103번길 24,14915,37.4473225431,126.7977939364
시흥시,공립,장곡초등학교병설유치원,070-7096-6086,031-317-2924,경기도 시흥시 장곡동 797번지 장곡초등학교 병설유치원,경기도 시흥시 장곡로70번길 12,15002,37.3811057106,126.7816929132
시흥시,공립,조남유치원,031-487-2528,031-487-2529,경기도 시흥시 조남동 703번지 조남유치원,경기도 시흥시 목감둘레로 199,14986,37.3765030427,126.8584347526
시흥시,공립,진말초등학교병설유치원,070-709-7140,031-317-2704,경기도 시흥시 장곡동 827번지 진말초등학교,경기도 시흥시 황고개로 567,15002,37.3806397933,126.7879945659
시흥시,공립,하중초등학교병설유치원,070-7097-1306,031-317-2804,경기도 시흥시 하중동 863번지 하중초등학교,경기도 시흥시 하중로209번길 10,14976,37.3929174181,126.8069425118
시흥시,사립,군자유치원,031-495-7336,031-495-7337,경기도 시흥시 거모동 1759-2번지,경기도 시흥시 군자로533번길 21,15068,37.3445605152,126.7864948867
시흥시,사립,꿈나래유치원,031-435-3344,031-435-3346,경기도 시흥시 장곡동 801-2번지,경기도 시흥시 장곡로70번길 7-3,15002,37.3800766179,126.7806571869
시흥시,사립,다원유치원,031-434-2336,031-434-2338,경기도 시흥시 정왕동 1569-9번지,경기도 시흥시 정왕천로375번길 19,15058,37.3425547631,126.7475782485
시흥시,사립,등밭유치원,031-318-7337,031-318-7336,경기도 시흥시 은행동 549-1번지,경기도 시흥시 은행로 280,14918,37.4417983975,126.7972101129
시흥시,사립,모아유치원,031-317-9001,031-624-5997,경기도 시흥시 능곡동 547번지 유치원,경기도 시흥시 승지로 104,14994,37.3726703078,126.8115787800
시흥시,사립,보람유치원,031-432-7979,031-431-2207,경기도 시흥시 정왕동 1518번지,경기도 시흥시 정왕천로408번길 19,15051,37.3432518095,126.7533313535
시흥시,사립,세심유치원,031-311-6045,031-311-9670,경기도 시흥시 신천동 889-6번지,경기도 시흥시 시흥대로 1059,14951,37.4305182307,126.7923036116
시흥시,사립,소래유치원,031-313-1568,031-313-0778,경기도 시흥시 대야동 121-1번지 소래유치원,경기도 시흥시 윗대야2길 17,14900,37.4547366092,126.7870255280
시흥시,사립,시화리라유치원,031-431-8000,031-497-2561,경기도 시흥시 정왕동 1179-3번지 시화리라유치원,경기도 시흥시 정왕천로427번길 13,15052,37.3460596364,126.7517533570
시흥시,사립,아란유치원,031-318-6155,031-318-6006,경기도 시흥시 하중동 849번지,경기도 시흥시 하중로173번길 11,14976,37.3960479155,126.8039416791
시흥시,사립,아이그루유치원,031-314-3344,031-311-3342,경기도 시흥시 대야동 458-3번지,경기도 시흥시 대골안길 26-1,14905,37.4470456103,126.7889687633
시흥시,사립,예일유치원,031-315-1800,031-315-1807,경기도 시흥시 매화동 259-1번지,경기도 시흥시 매화로 66,14939,37.4136075733,126.8143551437
시흥시,사립,이레유치원,031-403-4222,031-403-2004,경기도 시흥시 논곡동 270-3번지,경기도 시흥시 수인로2431번길 15,14982,37.3947712945,126.8550118147
시흥시,사립,풍림월드유치원,031-318-8518,031-317-8530,경기도 시흥시 월곶동 1010-4번지,경기도 시흥시 월곶해안로 87,14964,37.3904390965,126.7373884019
시흥시,사립,한울유치원,031-433-0052,031-432-0037,경기도 시흥시 정왕동 1994-8번지,경기도 시흥시 오이도어시장로 33,15015,37.3444744896,126.6913930281
시흥시,사립,해맑은유치원,031-317-9414,031-318-9419,경기도 시흥시 장현동 540번지,경기도 시흥시 시청로 77,14998,37.3796686435,126.7992767343
시흥시,사립,해오름유치원,031-315-2133,031-315-2135,경기도 시흥시 포동 13-3번지 태산아파트(유치원) 14동,,14957,37.4073275649,126.7830502941
시흥시,공립,시흥매화초등학교병설유치원,070-7097-0105,031-316-3605,경기도 시흥시 매화동 445-1번지 시흥매화초등학교 병설유치원,경기도 시흥시 매화1로 62,14940,37.4161296697,126.8083505602
시흥시,사립,은행유치원,031-311-4430,031-311-6421,경기도 시흥시 은행동 321-1번지,경기도 시흥시 검바위1로 9,14921,37.4303227584,126.7938520250
시흥시,사립,해피아이유치원,031-317-1004,031-317-1303,경기도 시흥시 은행동 547-7번지,경기도 시흥시 은행로 92,14916,37.4396274283,126.7974646477
시흥시,공립,검바위초등학교병설유치원,070-7097-1003,031-404-1106,경기도 시흥시 은행동 262번지 검바위초등학교,경기도 시흥시 수인로3247번길 59,14922,37.4327455137,126.7984664383
시흥시,공립,배곧누리유치원,031-319-4368,031-319-4335,경기도 시흥시 정왕동 2386번지 배곧1 유치원 배곧누리유치원,경기도 시흥시 배곧5로 65-9,15010,37.3831595454,126.7336653902
시흥시,공립,배곧유치원,031-499-3921,031-319-4209,경기도 시흥시 정왕동 2480번지 배곧유치원,경기도 시흥시 배곧4로 44-8,15010,37.3761370577,126.7281696099
시흥시,공립,배곧해솔초등학교병설유치원,031-8063-7802,031-8063-7809,경기도 시흥시 정왕동 2560번지 배곧해솔초등학교병설유치원,경기도 시흥시 서울대학로 150-17,15011,37.3602462886,126.7180346914
시흥시,공립,서촌초등학교병설유치원,070-7014-4094,031-433-0035,경기도 시흥시 정왕동 1848-1번지,경기도 시흥시 정왕대로118번길 27,15038,37.3491406712,126.7272748230
시흥시,공립,소래초등학교병설유치원,031-312-5273,031-312-5272,경기도 시흥시 신천동 704-2번지 소래초등학교 병설유치원,경기도 시흥시 호현로27번길 14,14904,37.4436575450,126.7838819761
시흥시,공립,승지초등학교병설유치원,070-7013-8604,031-317-9826,경기도 시흥시 능곡동 550번지 승지초등학교,경기도 시흥시 승지로 110,14994,37.3725006282,126.8125162492
시흥시,공립,시흥도원초등학교병설유치원,070-7097-1104,031-404-7484,경기도 시흥시 신천동 438-1번지 시흥도원초등학교,경기도 시흥시 수인로3413번길 34,14946,37.4397716083,126.7776897604
시흥시,공립,시흥은행초등학교병설유치원,070-7097-0207,031-311-6936,경기도 시흥시 은행동 545번지 시흥은행초등학교 병설유치원,경기도 시흥시 대은로104번길 29-10,14916,37.4423543000,126.8008585240
시흥시,공립,신천초등학교병설유치원,070-7097-2208,031-317-7904,경기도 시흥시 신천동 203번지 신천초등학교 병설유치원,경기도 시흥시 포도원로 88,14953,37.4348800407,126.7829358410
시흥시,공립,조남초등학교병설유치원,031-490-8280,031-490-8288,경기도 시흥시 조남동 701번지 조남초등학교 병설유치원,경기도 시흥시 목감둘레로 229-9,14986,37.3783599745,126.8591312026
시흥시,공립,함현초등학교병설유치원,070-7097-0804,031-487-0942,경기도 시흥시 정왕동 1878-10번지 함현초등학교,경기도 시흥시 역전로 455,15017,37.3648872794,126.7377493750
시흥시,사립,궁전유치원,031-499-7330,031-499-7303,경기도 시흥시 정왕동 1207번지,경기도 시흥시 정왕천로411번길 51,15052,37.3469418192,126.7471683936
시흥시,사립,도일유치원,031-508-1515,031-508-5151,경기도 시흥시 거모동 1738-5번지 도일유치원,경기도 시흥시 도일로123번길 41,15070,37.3445603390,126.7815292990
시흥시,사립,매화유치원,031-313-8039,031-313-4039,경기도 시흥시 매화동 250-1번지,경기도 시흥시 매화1로 5,14940,37.4152470895,126.8141590020
시흥시,사립,새빛유치원,031-432-0887,031-432-0886,경기도 시흥시 거모동 612-1번지,경기도 시흥시 군자로315번길 4,15044,37.3578084943,126.7737698111
시흥시,사립,세종유치원,031-504-0101,031-504-0105,경기도 시흥시 장곡동 807번지,경기도 시흥시 인선길 56,15002,37.3784381021,126.7813620324
시흥시,사립,소망유치원,031-311-3210,031-311-3393,경기도 시흥시 대야동 457-12번지,경기도 시흥시 대골안길 26-10,14905,37.4474594539,126.7886285590
시흥시,사립,시흥유치원,031-311-0670,031-311-0610,경기도 시흥시 은행동 277-1번지,경기도 시흥시 은행로12번길 24,14921,37.4328491308,126.7958787608
시흥시,사립,아름유치원,031-312-7772,031-311-7729,경기도 시흥시 신천동 213번지,경기도 시흥시 포도원로 96,14953,37.4341888928,126.7843502222
시흥시,사립,윤정유치원,031-317-3700,031-503-9797,경기도 시흥시 하상동 368번지 연꽃마을대우.삼호아파트,,14977,37.3956112686,126.8123561790
시흥시,사립,진영유치원,031-435-2222,031-314-5584,경기도 시흥시 신천동 826-6번지,경기도 시흥시 포도원로 39,14947,37.4359885654,126.7782999497
시흥시,사립,하하유치원,031-317-8080,031-317-1291,경기도 시흥시 하중동 857-5번지,경기도 시흥시 연성로29번길 31,14976,37.3933292876,126.8053830417
시흥시,공립,월포초등학교병설유치원,070-709-7270,031-362-4901,경기도 시흥시 월곶동 994-2번지 월포초등학교,경기도 시흥시 월곶중앙로 18,14967,37.3873611547,126.7430225867
안산시,공립,안산원곡유치원,031-493-2225,031-493-8738,경기도 안산시 단원구 원곡동 821번지,경기도 안산시 단원구 원곡초교길 9,15380,37.3290347347,126.7958592657
안산시,공립,안산창촌초등학교병설유치원,031-502-1165,031-502-3907,경기도 안산시 상록구 건건동 619번지 안산창촌초등학교,경기도 안산시 상록구 건건5길 7,15521,37.3073431995,126.9044875402
안산시,공립,와동초등학교병설유치원,031-487-3966,031-487-3916,경기도 안산시 단원구 와동 704번지 와동초등학교 병설유치원,경기도 안산시 단원구 사세충열로 26,15255,37.3366959011,126.8312143866
안산시,공립,이호초등학교병설유치원,031-487-0768,031-487-0781,경기도 안산시 상록구 본오동 958번지 이호초등학교,경기도 안산시 상록구 고목로3길 44,15572,37.2864576695,126.8604113296
안산시,공립,정지초등학교병설유치원,031-487-6025,031-487-6026,경기도 안산시 단원구 선부동 1084번지 정지초등학교,경기도 안산시 단원구 정지로 57,15233,37.3416389361,126.8112964003
안산시,공립,팔곡초등학교병설유치원,070-4323-3350,031-501-9364,경기도 안산시 상록구 팔곡이동 385번지,경기도 안산시 상록구 팔곡두레길 71,15530,37.2971507122,126.8828802059
안산시,공립,한들유치원,031-487-4377,031-402-5894,경기도 안산시 단원구 고잔동 673-1번지 한들유치원,경기도 안산시 단원구 예술대학로 50,15349,37.3212531588,126.8380525339
안산시,사립,(재)천주교수원교구유지재단데레사유치원,031-418-8311,031-418-8313,경기도 안산시 상록구 사동 1406-8번지,경기도 안산시 상록구 장화2길 44,15630,37.2831768618,126.8522647725
안산시,사립,본오유치원,031-114-7922,031-408-7923,경기도 안산시 상록구 본오동 923-5번지,경기도 안산시 상록구 오목로7길 4-1,15562,37.2897591588,126.8635514579
안산시,사립,부곡유치원,031-418-5708,031-406-2840,경기도 안산시 상록구 부곡동 670-6,경기도 안산시 상록구 부곡로 101,15306,37.3311684307,126.8621322933
안산시,사립,사랑유치원,031-402-3757,031-402-3767,경기도 안산시 단원구 선부동 1086번지 수정한양아파트,,15235,37.3392854346,126.8157710976
안산시,사립,생각을키우는유치원,031-414-4414,031-414-4413,경기도 안산시 단원구 선부동 1123-6번지 화정유치원,경기도 안산시 단원구 선삼로 72,15213,37.3468915986,126.8111363402
안산시,사립,성모유치원,031-482-2005,031-482-9159,경기도 안산시 단원구 와동 266-2번지,경기도 안산시 단원구 사세충열로2길 12,15255,37.3394788361,126.8303842715
안산시,사립,세라숲유치원,031-401-0100,031-413-6336,경기도 안산시 단원구 와동 803-6번지,경기도 안산시 단원구 화정천동로3길 13,15249,37.3440587061,126.8201831157
안산시,사립,세라유치원,031-502-3330,031-502-3338,경기도 안산시 상록구 이동 664-1번지 푸르지오2차아파트,,15491,37.3088980472,126.8430765949
안산시,사립,신길유치원,031-493-2493,031-492-2493,경기도 안산시 단원구 신길동 1544번지,경기도 안산시 단원구 신길로 91,15401,37.3380578682,126.7879692373
안산시,사립,안산유치원,031-482-3608,031-410-6774,경기도 안산시 단원구 고잔동 574-3번지,경기도 안산시 단원구 큰우물길 48,15341,37.3253895635,126.8260726938
안산시,사립,예술인유치원,031-482-5068,031-411-9936,경기도 안산시 상록구 성포동 583번지 예술인아파트,,15296,37.3217295929,126.8438278893
안산시,사립,예은유치원,031-437-0474,031-437-0475,경기도 안산시 상록구 사동 1553번지 숲속마을아파트,,15505,37.3040114548,126.8408310603
안산시,사립,우리들유치원,031-482-3685,031-402-5388,경기도 안산시 상록구 월피동 446번지 주공3단지아파트,,15286,37.3299210726,126.8447358492
안산시,사립,이솝숲유치원,031-409-6553,031-504-6559,경기도 안산시 상록구 일동 603-11번지,경기도 안산시 상록구 안산대학로 115-1,15324,37.3104270866,126.8700446431
안산시,사립,자연생태숲유치원,031-419-8345,031-419-8343,경기도 안산시 상록구 사동 1536번지 푸른마을주공5단지아파트,,15502,37.3032829735,126.8556535818
안산시,사립,제일유치원,031-401-6767,031-401-6616,경기도 안산시 단원구 고잔동 647-1번지,경기도 안산시 단원구 예술대학로2길 9,15261,37.3292831548,126.8394341045
안산시,사립,조은유치원,031-408-6400,031-406-0519,경기도 안산시 상록구 일동 125-1번지,경기도 안산시 상록구 구룡동길 4-5,15324,37.3118132832,126.8688239053
안산시,사립,중앙유치원,031-405-5700,031-405-9779,경기도 안산시 단원구 초지동 736번지 그린빌주공15단지아파트,,15449,37.3073670117,126.8130528075
안산시,사립,천사유치원,031-482-1004,031-485-2004,경기도 안산시 상록구 월피동 465-1번지,경기도 안산시 상록구 월피로1길 12,15274,37.3354201358,126.8538757036
안산시,사립,청아유치원,031-475-2800,031-475-2859,경기도 안산시 단원구 초지동 741번지,경기도 안산시 단원구 초지1로 76,15454,37.3014790903,126.8160452610
안산시,사립,초원유치원,031-484-1993,031-485-8942,경기도 안산시 단원구 새하나길 7-2(초지동) ,,,,
안산시,사립,파란마음유치원,031-501-7300,031-501-8189,경기도 안산시 상록구 본오동 872-20번지,경기도 안산시 상록구 본오로 133,15538,37.2976178025,126.8650144376
안산시,사립,하늘채유치원,031-484-7572,031-484-7577,경기도 안산시 단원구 와동 117번지,경기도 안산시 단원구 와동로 94,15255,37.3385026791,126.8282988659
안산시,사립,한별유치원,031-504-2277,031-485-9469,경기도 안산시 단원구 고잔동 712번지 안산고잔5차푸르지오,,15473,37.3112306175,126.8234662305
안산시,사립,해밀유치원,031-402-2525,031-402-2800,경기도 안산시 상록구 수암동 480-5번지 해밀유치원,경기도 안산시 상록구 원당골5길 15,15202,37.3637251097,126.8810471595
안산시,사립,해여림유치원,031-501-3210,031-501-1870,경기도 안산시 상록구 사동 1512번지,경기도 안산시 상록구 해양1로 15,15594,37.2955893386,126.8237740591
안산시,사립,행복한유치원,031-475-8881,031-411-5129,경기도 안산시 단원구 고잔동 614번지,경기도 안산시 단원구 보배4길 10,15272,37.3306112703,126.8293213457
안산시,공립,각골초등학교병설유치원,031-502-1742,031-502-1745,경기도 안산시 상록구 본오동 728-6번지,경기도 안산시 상록구 석호로 384,15557,37.2927346295,126.8733237333
안산시,공립,경수초등학교병설유치원,070-709-0991,031-413-3919,경기도 안산시 상록구 성포동 594-3번지 경수초등학교,경기도 안산시 상록구 삼일로 670,15293,37.3269193311,126.8505753481
안산시,공립,관산초등학교병설유치원,031-487-4020,031-487-4054,경기도 안산시 단원구 초지동 603번지,경기도 안산시 단원구 원선1로 68,15384,37.3282238830,126.8064674986
안산시,공립,대남초등학교병설유치원,032-886-9827,032-886-9826,경기도 안산시 단원구 대부남동 1066-123번지,경기도 안산시 단원구 대남로 298,15653,37.2192593199,126.5757940825
안산시,공립,대동초등학교병설유치원,032-886-9486,032-886-7384,경기도 안산시 단원구 대부동동 838번지 대동초등학교,경기도 안산시 단원구 솔따배기길 134-9,15644,37.2409243852,126.6001839113
안산시,공립,대부초등학교병설유치원,032-883-0441,032-884-6405,경기도 안산시 단원구 대부북동 181번지 대부초등학교,경기도 안산시 단원구 대부중앙로 56,15645,37.2452071460,126.5803249751
안산시,공립,매화초등학교병설유치원,031-400-1570,031-487-5937,경기도 안산시 상록구 이동 608번지 매화초등학교 병설유치원,경기도 안산시 상록구 안산대학로 35,15514,37.3058413009,126.8625968597
안산시,공립,별망초등학교병설유치원,031-413-0833,031-413-0832,경기도 안산시 단원구 초지동 739-1번지 별망초등학교,경기도 안산시 단원구 초지1로 51,15452,37.3043402958,126.8135003131
안산시,공립,석호초등학교병설유치원,031-487-5484,031-487-5613,경기도 안산시 상록구 사동 1193번지 석호초등학교,경기도 안산시 상록구 석호로 113,15582,37.3007325573,126.8481806508
안산시,공립,성안초등학교병설유치원,031-437-3262,031-437-3276,경기도 안산시 상록구 사동 1535번지,경기도 안산시 상록구 삼리로 119,15501,37.3049288131,126.8532365571
안산시,공립,송호초등학교병설유치원,031-484-8164,031-487-8439,경기도 안산시 단원구 고잔동 767-1번지,경기도 안산시 단원구 한양대학로 183,15469,37.3113111488,126.8353782096
안산시,공립,시랑초등학교병설유치원,031-439-2964,031-439-2933,경기도 안산시 상록구 부곡동 719-3번지 시랑초등학교 시랑초병설유치원,경기도 안산시 상록구 충장로 670,15275,37.3361163601,126.8558264908
안산시,공립,안산광덕초등학교병설유치원,070-7120-1871,031-487-5605,경기도 안산시 상록구 월피동 523번지 안산광덕초등학교,경기도 안산시 상록구 안산천서로3길 6-7,15260,37.3328121228,126.8438270947
안산시,공립,안산대월초등학교병설유치원,031-508-6916,031-494-6911,경기도 안산시 단원구 신길동 1551번지 안산대월초등학,경기도 안산시 단원구 신길로 67,15401,37.3357505597,126.7875808670
안산시,공립,안산서초등학교병설유치원,031-487-4548,031-487-4551,경기도 안산시 단원구 원곡동 936-4번지,경기도 안산시 단원구 원선로 67,15364,37.3309783312,126.7995548876
안산시,공립,안산석수초등학교병설유치원,031-487-9963,031-487-4494,경기도 안산시 단원구 선부동 1042번지 석수초등학교,경기도 안산시 단원구 석수로 93,15221,37.3445046066,126.8060752542
안산시,공립,안산양지초등학교병설유치원,031-414-8475,031-414-8476,경기도 안산시 단원구 고잔동 781-1번지 안산양지초등학교,경기도 안산시 단원구 안산천남로 129,15483,37.3046787227,126.8347387120
안산시,공립,초지초등학교병설유치원,070-4099-0897,031-482-3818,경기도 안산시 단원구 초지동 724-1번지 초지초등학교 병설유치원,경기도 안산시 단원구 초지로 153,15443,37.3124236495,126.8142471215
안산시,공립,학현초등학교병설유치원,031-415-8895,031-415-8896,경기도 안산시 상록구 이동 665-1번지 학현초등학교,경기도 안산시 상록구 석호로 6,15490,37.3107323811,126.8470208457
안산시,공립,호동초등학교병설유치원,031-487-4464,031-487-4454,경기도 안산시 상록구 일동 601번지 안산호동초등학교,경기도 안산시 상록구 성호로 70,15324,37.3123678628,126.8652920841
안산시,사립,공작유치원,031-411-2023,031-411-2024,경기도 안산시 단원구 선부동 1085번지 공작한양아파트,,15234,37.3400015140,126.8128014315
안산시,공립,안산초등학교병설유치원,031-487-6061,031-487-6057,경기도 안산시 상록구 수암동 177번지 안산초등학교,경기도 안산시 상록구 수암2길 13-7,15202,37.3645869740,126.8780656175
안산시,사립,선경유치원,031-403-6531,031-402-6531,경기도 안산시 상록구 성포동 592번지 선경아파트,,15290,37.3256121242,126.8431878805
안산시,사립,안산대학교부설석학유치원,031-418-6762,031-418-7642,경기도 안산시 상록구 일동 752번지,경기도 안산시 상록구 안산대학로 155,15328,37.3092259161,126.8756868358
안산시,사립,창의나라유치원,031-502-4504,031-502-0662,경기도 안산시 상록구 사동 1510번지 안산고잔7차푸르지오,,15593,37.2959500892,126.8181341192
안산시,사립,꿈동산유치원,031-413-0033,031-413-0550,경기도 안산시 단원구 고잔동 765번지 그린빌주공9단지아파트,,15467,37.3102547595,126.8402649266
안산시,사립,나래유치원,031-485-7955,031-485-8356,경기도 안산시 단원구 초지동 723번지 그린빌,경기도 안산시 단원구 화정천서로 161,15442,37.3114217568,126.8188520601
안산시,사립,늘푸른유치원,031-437-7900,031-438-7900,경기도 안산시 상록구 사동 1533번지 늘푸른아파트,,15500,37.3056202450,126.8513853296
안산시,사립,다샘유치원,031-406-9800,031-409-4564,경기도 안산시 상록구 본오동 879-16번지,경기도 안산시 상록구 반석로 5,15539,37.2975051241,126.8611574279
안산시,사립,대은해냄유치원,031-418-4824,031-418-4825,경기도 안산시 상록구 사동 1346번지 상록수타운월드아파트,,15624,37.2870980547,126.8536327334
안산시,사립,미림유치원,031-406-0642,031-408-6592,경기도 안산시 상록구 사동 1506-1번지,경기도 안산시 상록구 선진로 100,15631,37.2795100109,126.8525201452
안산시,사립,반월푸른유치원,031-437-6565,031-437-6789,경기도 안산시 상록구 건건동 705번지,경기도 안산시 상록구 건건5길 9-8,15521,37.3068393650,126.9053793014
안산시,사립,이삭유치원,031-501-8268,031-501-8268,경기도 안산시 상록구 팔곡일동 279-3번지,경기도 안산시 상록구 건건4길 24,15521,37.3031761899,126.8994624202
안산시,공립,고잔초등학교병설유치원,031-487-4350,031-487-4365,경기도 안산시 단원구 고잔동 581번지 고잔초등학교 병설유치원,경기도 안산시 단원구 적금로 182,15335,37.3242289169,126.8271923701
안산시,사립,동산유치원,031-487-6767,031-411-2996,경기도 안산시 단원구 선부동 1078-3번지,경기도 안산시 단원구 선부광장남로 115,15370,37.3291719097,126.8131897768
안산시,사립,바다유치원,031-414-0016,031-414-0221,경기도 안산시 상록구 월피동 462-1번지,경기도 안산시 상록구 부루지성모길 14,15280,37.3342831002,126.8524900295
안산시,사립,백합유치원,031-482-0095,031-402-8310,경기도 안산시 단원구 초지동 713번지,경기도 안산시 단원구 신촌3길 12,15440,37.3140047848,126.8169957019
안산시,사립,뿌리유치원,031-415-5400,033-415-5411,경기도 안산시 상록구 부곡동 639-6번지,경기도 안산시 상록구 정재로4길 12,15304,37.3339480232,126.8659297661
안산시,사립,새빛유치원,031-507-9100,031-439-9995,경기도 안산시 단원구 고잔동 720번지 호수공원아파트,,15484,37.3063384138,126.8236921690
안산시,사립,서원유치원,031-419-3440,031-419-3440,경기도 안산시 상록구 이동 630-1번지,경기도 안산시 상록구 조구나리1길 6-3,15486,37.3131693779,126.8434398187
안산시,사립,성민유치원,031-482-7927,031-485-7927,경기도 안산시 단원구 와동 834번지,경기도 안산시 단원구 화정로안길 30,15330,37.3326429183,126.8202446154
안산시,사립,시냇가푸른나무유치원,031-506-6611,031-406-1322,경기도 안산시 상록구 사동 1242-7번지,경기도 안산시 상록구 이화3길 22-13,15584,37.3000052536,126.8572728366
안산시,사립,신안유치원,031-407-6100,031-407-6103,경기도 안산시 상록구 본오동 1141-8번지,경기도 안산시 상록구 반석로4길 46,15534,37.2999248603,126.8733790737
안산시,사립,애플유치원,031-413-0836,031-413-8136,경기도 안산시 단원구 선부동 1037-14번지,경기도 안산시 단원구 북촌3길 10-1,15222,37.3423332617,126.8061373461
안산시,사립,예원유치원,031-419-6166,031-406-6167,경기도 안산시 상록구 본오동 852-1번지,경기도 안산시 상록구 본오로7길 40,15561,37.2907015235,126.8681283414
안산시,사립,은빛유치원,031-411-1115,031-411-4440,경기도 안산시 단원구 초지동 731번지 호수마을아파트,,15447,37.3057894286,126.8182454064
안산시,사립,이화유치원,031-402-1665,031-402-1669,경기도 안산시 상록구 월피동 448번지,경기도 안산시 상록구 월피로 22,15284,37.3309463065,126.8501271665
안산시,사립,자연유치원,031-501-4633,031-501-4635,경기도 안산시 상록구 사동 1344번지,경기도 안산시 상록구 감골1로 60,15623,37.2900628451,126.8539651963
안산시,사립,키즈스마일유치원,031-403-0079,031-403-0138,경기도 안산시 단원구 선부동 967-1번지,경기도 안산시 단원구 지곡로 3,15241,37.3359452702,126.8062668495
안산시,사립,하늘유치원,031-410-9500,031-410-9510,경기도 안산시 단원구 고잔동 781번지 고잔1차푸르지오아파트,,15483,37.3061733223,126.8339683647
안산시,사립,하은유치원,031-599-0808,031-599-0606,경기도 안산시 상록구 건건동 987-1번지,경기도 안산시 상록구 건건7길 3,15521,37.3094243709,126.9042592244
안산시,사립,한양유치원,031-407-9507,031-416-9507,경기도 안산시 상록구 본오동 749-3번지,경기도 안산시 상록구 반석로5길 8,15545,37.2968747809,126.8774557745
안산시,사립,햇살유치원,031-402-2469,031-482-2469,경기도 안산시 상록구 월피동 447-1번지,경기도 안산시 상록구 안산천동로1길 9-1,15285,37.3321687973,126.8479018250
안산시,공립,능길초등학교병설유치원,031-495-5036,031-494-9771,경기도 안산시 단원구 신길동 1417-22번지 능길초등학교,경기도 안산시 단원구 신길중앙로3길 8,15398,37.3357504586,126.7640535019
안산시,공립,대남초등학교풍도분교장병설유치원,032-832-7645,032-834-5942,경기도 안산시 단원구 풍도동 251번지 풍도분교,경기도 안산시 단원구 풍도길 28,15654,37.1109400890,126.3931764350
안산시,공립,덕성초등학교병설유치원,031-487-6102,031-487-6112,경기도 안산시 단원구 고잔동 676-1번지 덕성초등학교 병설유치원,경기도 안산시 단원구 예술대학로 119,15336,37.3273424843,126.8369335129
안산시,공립,반월초등학교병설유치원,031-487-2339,031-487-2337,경기도 안산시 상록구 건건동 629번지 반월초등학교 병설유치원,경기도 안산시 상록구 건건로 39,15521,37.3052863378,126.9014898537
안산시,공립,본오초등학교병설유치원,031-487-5570,031-487-5576,경기도 안산시 상록구 본오동 821번지 본오초등학교,경기도 안산시 상록구 각골서로 49,15550,37.2944503540,126.8686291628
안산시,공립,선일초등학교병설유치원,031-410-0690,031-487-4130,경기도 안산시 단원구 선부동 1002번지 선일초등학교 선일초등학교병설유치원,경기도 안산시 단원구 선이로3길 40,15224,37.3398629760,126.7999146198
안산시,공립,슬기초등학교병설유치원,070-867-7892,031-439-2658,경기도 안산시 단원구 고잔동 720-1번지,경기도 안산시 단원구 안산천남로 53,15484,37.3052605181,126.8259055204
안산시,공립,신길초등학교병설유치원,031-492-7986,031-492-7987,경기도 안산시 단원구 신길동 1513번지 신길초등학교,경기도 안산시 단원구 새뿔길 100,15400,37.3355843865,126.7805513563
안산시,공립,안산진흥초등학교병설유치원,070-5075-5903,031-475-0495,경기도 안산시 단원구 고잔동 712-1번지 안산진흥초등학교 병설유치원,경기도 안산시 단원구 화정천동로 80,15473,37.3120305838,126.8221896250
안산시,공립,안산화정초등학교병설유치원,031-487-6217,031-487-6214,경기도 안산시 단원구 선부동 1100번지 화정초등학교,경기도 안산시 단원구 화정천서로 545,15215,37.3454779149,126.8173582844
안산시,공립,원일초등학교병설유치원,031-487-3437,031-487-3037,경기도 안산시 단원구 선부동 962번지 원일초등학교,경기도 안산시 단원구 원선로 113,15365,37.3325079927,126.8036354386
안성시,공립,개정초등학교병설유치원,031-672-8082,031-672-8983,경기도 안성시 미양면 개정리 304-1번지,경기도 안성시 미양면 미양로 72,17602,36.9605603804,127.1884670518
안성시,공립,양진초등학교병설유치원,031-8046-1392,031-655-7540,경기도 안성시 공도읍 진사리 20-12번지,경기도 안성시 공도읍 진사길 14,17564,36.9927157519,127.1379730871
안성시,공립,광덕초등학교병설유치원,031-676-3481,031-676-3362,경기도 안성시 대덕면 내리 697번지 광덕초등학교,경기도 안성시 대덕면 내리1길 25,17547,37.0007460702,127.2214590346
안성시,공립,금광초등학교병설유치원,031-675-7487,031-675-4625,경기도 안성시 금광면 금광리 107-1번지 금광초등학교,경기도 안성시 금광면 금광초교길 54,17535,37.0001066341,127.3243185136
안성시,공립,내혜홀초등학교병설유치원,031-671-1089,031-674-1180,경기도 안성시 아양동 292-1번지,경기도 안성시 내혜홀3길 29,17582,37.0060275038,127.2653475509
안성시,공립,대덕초등학교병설유치원,031-676-0630,031-676-1768,경기도 안성시 대덕면 모산리 463번지 대덕초등학교 병설유치원,경기도 안성시 대덕면 모산로 84,17543,37.0271921961,127.2447643524
